8857180;372654;
8857586;372629;
8857993;372657;
8858400;372678;
8858806;372665;
8859213;372689;
8859620;372647;
8860027;372689;
8860433;372718;
8860840;372686;
8861247;372667;
8861653;372705;
8862060;372688;
8862467;372743;
8862873;372680;
8863280;372676;
8863687;372662;
8864094;372696;
8864500;372669;
8864907;372706;
8865314;372729;
8865720;372633;
8866127;372681;
8866534;372692;
8866940;372703;
8867347;372730;
8867754;372685;
8868161;372655;
8868567;372671;
8868974;372709;
8869381;372689;
8869787;372717;
8870194;372718;
8870601;372721;
8871007;372715;
8871414;372716;
8871821;372709;
8872227;372676;
8872634;372640;
8873041;372707;
8873447;372688;
8873854;372698;
8874261;372682;
8874667;372712;
8875074;372729;
8875481;372688;
8875887;372701;
8876294;372710;
8876701;372680;
8877107;372687;
8877514;372647;
8877921;372677;
8878327;372687;
8878734;372672;
8879141;372686;
8879548;372713;
8879954;372657;
8880361;372666;
8880768;372677;
8881174;372675;
8881581;372695;
8881988;372669;
8882394;372689;
8882801;372676;
8883208;372653;
8883614;372707;
8884021;372704;
8884428;372667;
8884835;372700;
8885241;372666;
8885648;372696;
8886055;372674;
8886461;372725;
8886868;372650;
8887275;372657;
8887682;372714;
8888088;372708;
8888495;372701;
8888902;372636;
8889308;372661;
8889715;372634;
8890122;372692;
8890528;372688;
8890935;372673;
8891342;372656;
8891749;372654;
8892155;372663;
8892562;372657;
8892969;372680;
8893375;372695;
8893782;372641;
8894189;372699;
8894595;372672;
8895002;372671;
8895409;372656;
8895815;372618;
8896222;372689;
8896629;372650;
8897036;372634;
8897442;372647;
8897849;372660;
8898256;372705;
8898662;372631;
8899069;372711;
8899476;372705;
8899882;372694;
8900289;372717;
8900696;372717;
8901102;372664;
8901509;372696;
8901916;372683;
8902322;372736;
8902729;372719;
8903136;372738;
8903542;372735;
8903949;372713;
8904356;372699;
8904763;372658;
8905169;372698;
8905576;372682;
8905983;372691;
8906389;372661;
8906796;372715;
8907203;372681;
8907609;372687;
8908016;372696;
8908423;372727;
8908829;372757;
8909236;372728;
8909643;372692;
8910050;372670;
8910456;372709;
8910863;372721;
8911270;372726;
8911676;372690;
8912083;372716;
8912490;372704;
8912896;372743;
8913303;372713;
8913710;372720;
8914116;372720;
8914523;372730;
8914930;372774;
8915336;372706;
8915743;372775;
8916150;372690;
8916557;372726;
8916963;372711;
8942585;370221;
8942992;370243;
8943399;370174;
8943805;370250;
8944212;370457;
8944619;370513;
8945025;370453;
8945432;370426;
8945839;370475;
8946245;370466;
8946652;370426;
8947059;370402;
8947465;370485;
8947872;370476;
8948279;370497;
8948686;370524;
8949092;370547;
8949499;370560;
8949906;370559;
8950312;370523;
8950719;370539;
8951126;370565;
8951532;370564;
8951939;370561;
8952346;370607;
8952753;370594;
8953159;370617;
8953566;370596;
8953973;370593;
8954379;370591;
8954786;370584;
8955193;370583;
8955600;370639;
8956006;370647;
8956413;370665;
8956820;370637;
8957226;370648;
8957633;370623;
8958040;370645;
8958446;370661;
8958853;370673;
8959260;370669;
8959667;370647;
8960073;370690;
8960480;370720;
8960887;370750;
8961293;370746;
8961700;370708;
8962107;370713;
8962513;370737;
8962920;370731;
8963327;370772;
8963734;370759;
8964140;370741;
8964547;370725;
8964954;370705;
8965360;370751;
8965767;370728;
8966174;370716;
8966580;370764;
8966987;370763;
8967394;370745;
8967801;370791;
8968207;370740;
8968614;370782;
8969021;370806;
8969427;370769;
8969834;370833;
8970241;370797;
8970647;370806;
