S0,S1,S2,S3,Y
56975,234836,85855,122689,1
56962,234834,85854,122685,1
56973,234835,85859,122694,1
56979,234831,85873,122702,1
56978,234847,85869,122703,1
56982,234835,85871,122695,1
56977,234836,85871,122693,1
56981,234849,85870,122697,1
56984,234836,85870,122682,1
56985,234833,85852,122694,1
56972,234835,85862,122689,1
56982,234831,85867,122702,1
56975,234837,85871,122700,1
56985,234839,85874,122683,1
56971,234843,85879,122702,1
56983,234834,85866,122698,1
56985,234844,85871,122699,1
56990,234845,85880,122697,1
56973,234851,85865,122688,1
56978,234850,85879,122693,1
56971,234839,85876,122702,1
57001,234855,85874,122694,1
56988,234836,85875,122695,1
56995,234847,85881,122695,1
56987,234837,85876,122705,1
56989,234831,85888,122709,1
56988,234841,85880,122690,1
56993,234829,85875,122699,1
56993,234861,85861,122694,1
56979,234845,85882,122696,1
56997,234835,85870,122693,1
57004,234850,85854,122706,1
56995,234842,85855,122709,1
57004,234847,85868,122681,1
56993,234853,85874,122705,1
56987,234839,85878,122689,1
57007,234861,85874,122690,1
56998,234843,85869,122704,1
56997,234847,85882,122689,1
56992,234849,85869,122708,1
56987,234859,85867,122707,1
56993,234846,85863,122704,1
56994,234854,85857,122693,1
57000,234863,85862,122708,1
56989,234851,85883,122693,1
56992,234861,85879,122691,1
56987,234861,85888,122694,1
56982,234866,85864,122690,1
56998,234850,85894,122703,1
56995,234861,85869,122696,1
56985,234860,85876,122687,1
57000,234874,85882,122700,1
56985,234850,85883,122701,1
56992,234871,85878,122700,1
56981,234868,85873,122699,1
56986,234857,85869,122699,1
57003,234854,85871,122697,1
56994,234860,85898,122689,1
56984,234849,85884,122695,1
57001,234858,85878,122705,1
57005,234873,85873,122706,1
56981,234854,85873,122708,1
56995,234859,85878,122695,1
56987,234865,85872,122687,1
56999,234850,85865,122703,1
56994,234852,85871,122702,1
57001,234856,85881,122700,1
56991,234865,85879,122695,1
56998,234873,85871,122697,1
56998,234851,85868,122697,1
56998,234859,85861,122710,1
57000,234844,85873,122694,1
56991,234858,85873,122689,1
57008,234848,85885,122704,1
56995,234861,85875,122709,1
56998,234867,85873,122696,1
56999,234855,85878,122691,1
56985,234856,85893,122702,1
56997,234870,85887,122708,1
56998,234851,85891,122708,1
56992,234860,85867,122719,1
56998,234864,85873,122688,1
56989,234848,85890,122707,1
56994,234869,85875,122706,1
57003,234875,85875,122699,1
57005,234870,85879,122692,1
57007,234866,85871,122710,1
56999,234867,85874,122703,1
57009,234866,85882,122713,1
56995,234867,85882,122703,1
56997,234863,85892,122709,1
56996,234861,85875,122698,1
57008,234875,85882,122705,1
56998,234881,85881,122690,1
57009,234847,85885,122714,1
57009,234865,85889,122704,1
57005,234865,85877,122695,1
57005,234880,85876,122704,1
57007,234870,85883,122721,1
57000,234864,85864,122705,1
56996,234858,85877,122713,1
57002,234857,85874,122712,1
57000,234864,85889,122712,1
56994,234870,85882,122696,1
57008,234875,85878,122721,1
57007,234866,85885,122707,1
57003,234884,85873,122703,1
56993,234867,85883,122718,1
57004,234866,85875,122707,1
57008,234864,85890,122713,1
57010,234879,85874,122711,1
57000,234876,85883,122709,1
57013,234872,85890,122718,1
57006,234864,85889,122711,1
56991,234860,85889,122702,1
56997,234875,85885,122722,1
57005,234869,85873,122707,1
56993,234871,85874,122709,1
56996,234884,85885,122713,1
57013,234864,85898,122705,1
57013,234882,85875,122712,1
57005,234877,85874,122721,1
57013,234870,85886,122708,1
57001,234869,85879,122706,1
57004,234884,85879,122725,1
57013,234880,85891,122724,1
57005,234880,85886,122702,1
56998,234887,85892,122713,1
56996,234857,85891,122726,1
57011,234870,85886,122712,1
57007,234886,85871,122718,1
57007,234869,85888,122724,1
56998,234898,85892,122718,1
57000,234884,85878,122712,1
57008,234872,85878,122712,1
56998,234887,85900,122723,1
57010,234882,85893,122713,1
56995,234882,85897,122720,1
57014,234892,85901,122709,1
57002,234881,85878,122721,1
56998,234878,85886,122710,1
57004,234894,85883,122703,1
57005,234879,85882,122707,1
57002,234879,85898,122718,1
57005,234899,85888,122720,1
57005,234888,85883,122724,1
57004,234891,85884,122712,1
57013,234904,85883,122714,1
56994,234897,85890,122707,1
57003,234893,85894,122721,1
57004,234891,85887,122713,1
56993,234889,85887,122713,1
57000,234882,85890,122726,1
57002,234897,85889,122724,1
57000,234880,85899,122729,1
57006,234901,85889,122731,1
57012,234897,85891,122713,1
56995,234878,85887,122712,1
57008,234891,85897,122716,1
57001,234898,85895,122711,1
57011,234890,85901,122731,1
57003,234888,85882,122720,1
56996,234870,85888,122729,1
57005,234890,85902,122728,1
57022,234888,85906,122698,1
57009,234884,85876,122713,1
56991,234880,85888,122725,1
57009,234878,85882,122723,1
57018,234877,85886,122718,1
56992,234900,85882,122732,1
57007,234888,85915,122721,1
56996,234897,85895,122721,1
57008,234901,85900,122708,1
57016,234896,85895,122727,1
57012,234901,85897,122736,1
57018,234900,85898,122718,1
57017,234882,85899,122717,1
57023,234889,85893,122719,1
57010,234904,85888,122721,1
56996,234887,85912,122726,1
57007,234888,85882,122720,1
57010,234897,85898,122730,1
56988,234883,85898,122707,1
57007,234909,85895,122724,1
57000,234898,85885,122720,1
57011,234901,85885,122736,1
56999,234890,85896,122726,1
57000,234894,85905,122720,1
57014,234893,85913,122726,1
57008,234899,85904,122725,1
57017,234902,85899,122726,1
57014,234899,85904,122730,1
57006,234904,85889,122716,1
57030,234908,85906,122729,1
56992,234912,85888,122725,1
57002,234906,85898,122729,1
57014,234916,85903,122716,1
57007,234890,85905,122731,1
57005,234902,85892,122723,1
57013,234901,85909,122705,1
57002,234914,85892,122719,1
57022,234898,85892,122723,1
57007,234895,85902,122726,1
57022,234905,85906,122723,1
57007,234894,85907,122725,1
57009,234898,85894,122721,1
57011,234907,85888,122723,1
57012,234892,85900,122732,1
57024,234910,85908,122733,1
57023,234905,85902,122736,1
57006,234909,85899,122741,1
57013,234913,85890,122730,1
57014,234895,85915,122728,1
57016,234910,85894,122744,1
57010,234912,85908,122728,1
57007,234907,85895,122724,1
57015,234912,85900,122723,1
57015,234897,85897,122731,1
57010,234910,85894,122729,1
57016,234898,85900,122730,1
57002,234914,85902,122725,1
57013,234900,85901,122726,1
57005,234918,85903,122722,1
57008,234897,85908,122735,1
57015,234905,85893,122720,1
57017,234910,85916,122740,1
57014,234916,85890,122723,1
57019,234902,85899,122722,1
57010,234902,85904,122718,1
57027,234912,85921,122742,1
57007,234915,85899,122736,1
57011,234903,85909,122736,1
57014,234914,85914,122734,1
57019,234930,85901,122729,1
56990,234908,85903,122736,1
57005,234932,85898,122724,1
57003,234898,85907,122741,1
57008,234919,85908,122713,1
57006,234904,85892,122727,1
57012,234902,85906,122735,1
57019,234902,85897,122729,1
57006,234901,85905,122724,1
57013,234918,85898,122729,1
57017,234907,85904,122729,1
57017,234917,85911,122725,1
57021,234906,85913,122735,1
57008,234920,85890,122731,1
57012,234926,85913,122730,1
57011,234915,85915,122724,1
57018,234909,85905,122724,1
56991,234902,85909,122739,1
57012,234892,85916,122750,1
57010,234923,85888,122737,1
57014,234908,85916,122722,1
57025,234923,85903,122728,1
56998,234920,85900,122738,1
57017,234908,85910,122740,1
57006,234923,85901,122738,1
57015,234913,85910,122736,1
57002,234935,85907,122746,1
57023,234924,85902,122733,1
57007,234919,85914,122735,1
57014,234917,85915,122736,1
57033,234923,85902,122735,1
57019,234914,85901,122733,1
57020,234919,85915,122733,1
57018,234931,85919,122723,1
57020,234916,85899,122735,1
57027,234915,85909,122750,1
57018,234907,85910,122732,1
57019,234917,85904,122731,1
57020,234926,85896,122734,1
57006,234913,85909,122740,1
57014,234934,85912,122716,1
57018,234925,85901,122732,1
57010,234918,85919,122720,1
57029,234917,85907,122732,1
57015,234918,85900,122740,1
57005,234920,85908,122728,1
57015,234927,85893,122732,1
57023,234921,85907,122736,1
57027,234920,85914,122745,1
57010,234926,85917,122736,1
57013,234935,85913,122743,1
57016,234920,85912,122721,1
57006,234925,85916,122735,1
57009,234935,85900,122737,1
57019,234930,85904,122735,1
57011,234917,85902,122744,1
57005,234940,85899,122734,1
57014,234940,85917,122726,1
57015,234920,85922,122732,1
57014,234920,85900,122730,1
57028,234934,85916,122733,1
57024,234921,85914,122727,1
57015,234940,85906,122726,1
57016,234911,85911,122737,1
57011,234942,85917,122728,1
57023,234932,85925,122731,1
57006,234943,85908,122742,1
57000,234936,85907,122732,1
57027,234931,85919,122731,1
57023,234922,85898,122733,1
57026,234927,85907,122731,1
57014,234930,85923,122760,1
57016,234929,85910,122745,1
57020,234935,85918,122746,1
57022,234930,85896,122732,1
57014,234930,85916,122745,1
57022,234934,85923,122734,1
57012,234931,85909,122751,1
57027,234942,85915,122744,1
57017,234923,85920,122752,1
57027,234950,85906,122736,1
57022,234947,85911,122739,1
57034,234943,85922,122737,1
57010,234946,85918,122745,1
57024,234940,85918,122739,1
57019,234937,85896,122739,1
57021,234939,85905,122745,1
57008,234924,85920,122736,1
57009,234943,85904,122745,1
57015,234933,85917,122757,1
57020,234931,85915,122742,1
57030,234937,85909,122728,1
57016,234946,85914,122738,1
57014,234936,85918,122735,1
57024,234943,85929,122744,1
57024,234931,85915,122746,1
57020,234950,85916,122738,1
57017,234939,85913,122739,1
57017,234949,85909,122742,1
57009,234928,85915,122740,1
57007,234945,85908,122741,1
57022,234929,85908,122730,1
57033,234941,85916,122743,1
57016,234935,85919,122745,1
57027,234930,85911,122749,1
57020,234950,85919,122750,1
57012,234946,85914,122735,1
57022,234951,85918,122736,1
57022,234944,85920,122743,1
57017,234945,85918,122733,1
57018,234936,85917,122757,1
57032,234961,85911,122738,1
56999,234949,85924,122741,1
57040,234936,85924,122744,1
57014,234946,85914,122761,1
57013,234940,85913,122733,1
57016,234938,85923,122745,1
57024,234960,85908,122734,1
57037,234942,85920,122730,1
57015,234944,85920,122740,1
57020,234959,85918,122754,1
57018,234938,85928,122744,1
57021,234955,85912,122747,1
57013,234942,85923,122751,1
57015,234942,85919,122738,1
57019,234937,85918,122746,1
57017,234955,85912,122744,1
57020,234958,85929,122750,1
57021,234940,85927,122739,1
57021,234964,85917,122734,1
57021,234961,85924,122748,1
57015,234956,85932,122753,1
57008,234946,85927,122752,1
57010,234954,85918,122749,1
57015,234945,85916,122748,1
57004,234961,85915,122746,1
57017,234968,85922,122758,1
57012,234964,85924,122759,1
57028,234949,85924,122733,1
57020,234957,85912,122755,1
57020,234936,85920,122736,1
57003,234958,85918,122756,1
57017,234961,85926,122751,1
57007,234945,85906,122744,1
57014,234948,85915,122739,1
57013,234956,85934,122733,1
57021,234945,85917,122769,1
57015,234953,85927,122739,1
57030,234948,85918,122745,1
57013,234946,85917,122749,1
57018,234961,85912,122746,1
57009,234950,85913,122749,1
57038,234954,85927,122745,1
57022,234961,85922,122752,1
57023,234957,85930,122738,1
57017,234961,85927,122743,1
57024,234952,85923,122738,1
57019,234945,85932,122746,1
57034,234960,85911,122752,1
57012,234964,85918,122746,1
57013,234941,85933,122741,1
57043,234949,85925,122745,1
57038,234944,85923,122747,1
57033,234950,85935,122749,1
57026,234959,85921,122733,1
57021,234941,85923,122746,1
57025,234964,85923,122737,1
57025,234958,85929,122744,1
57017,234950,85909,122740,1
57033,234947,85923,122732,1
57025,234953,85913,122749,1
57022,234961,85912,122734,1
57008,234959,85926,122754,1
57024,234955,85921,122737,1
57029,234962,85920,122745,1
57023,234957,85914,122755,1
57036,234964,85923,122746,1
57002,234952,85919,122734,1
57022,234964,85916,122743,1
57024,234975,85938,122756,1
57022,234957,85930,122744,1
57014,234974,85920,122754,1
57023,234957,85930,122737,1
57030,234962,85926,122751,1
57016,234968,85925,122748,1
57029,234966,85934,122759,1
57037,234953,85919,122750,1
57022,234949,85919,122744,1
57026,234979,85931,122734,1
57017,234972,85916,122745,1
57031,234958,85931,122748,1
57017,234965,85927,122749,1
57018,234964,85912,122733,1
57027,234955,85917,122748,1
57032,234966,85926,122733,1
57020,234959,85934,122761,1
57038,234967,85938,122757,1
57018,234961,85927,122752,1
57021,234972,85927,122741,1
57018,234949,85927,122755,1
57019,234973,85932,122736,1
57028,234963,85930,122752,1
57029,234967,85927,122749,1
57020,234958,85924,122766,1
57033,234963,85928,122754,1
57024,234953,85920,122749,1
57009,234965,85932,122747,1
57037,234969,85920,122747,1
57020,234953,85925,122758,1
57029,234977,85929,122753,1
57031,234965,85929,122738,1
57031,234975,85920,122749,1
57015,234968,85926,122751,1
57017,234967,85922,122741,1
57024,234985,85929,122753,1
57024,234972,85926,122751,1
57033,234957,85934,122749,1
57023,234969,85926,122748,1
57035,234964,85930,122763,1
57026,234952,85929,122740,1
57025,234971,85926,122759,1
57023,234970,85932,122748,1
57028,234973,85931,122737,1
57023,234970,85932,122745,1
57023,234968,85927,122760,1
57022,234948,85933,122750,1
57030,234973,85934,122752,1
57017,234988,85940,122756,1
57030,234965,85941,122762,1
57025,234973,85944,122743,1
57048,235027,85938,122745,1
57017,234940,85965,122772,1
57040,234980,85913,122740,1
57018,234970,85940,122759,1
57032,234988,85926,122754,1
57043,234970,85934,122755,1
57022,234965,85939,122753,1
57024,234977,85942,122741,1
57029,234970,85933,122757,1
57011,234981,85943,122744,1
57026,234975,85928,122741,1
57025,234999,85938,122742,1
57031,234965,85930,122757,1
57026,234968,85932,122740,1
57014,234956,85928,122756,1
57027,234978,85929,122751,1
57025,234981,85947,122752,1
57022,234985,85928,122738,1
57013,234982,85932,122743,1
57017,234975,85935,122754,1
57013,234982,85935,122746,1
57023,234977,85937,122756,1
57034,234978,85925,122752,1
57025,234983,85930,122749,1
57022,234973,85925,122752,1
57032,234974,85934,122751,1
57024,234963,85944,122741,1
57024,234969,85929,122753,1
57025,234968,85943,122743,1
57034,234980,85935,122754,1
57035,234980,85951,122744,1
57023,234974,85937,122750,1
57010,234982,85935,122741,1
57036,234976,85944,122760,1
57024,234980,85934,122746,1
57024,234980,85927,122739,1
57028,234974,85934,122742,1
57026,234977,85938,122752,1
57021,234993,85936,122745,1
57014,234984,85940,122743,1
57026,234977,85943,122757,1
57026,234983,85938,122745,1
57028,234980,85939,122749,1
57022,234991,85951,122750,1
57023,235001,85942,122733,1
57030,234971,85939,122750,1
57029,234984,85936,122736,1
57020,234983,85956,122763,1
57029,234979,85937,122746,1
57030,234982,85946,122744,1
57027,234975,85939,122751,1
57029,234978,85932,122757,1
57031,234998,85949,122758,1
57020,234993,85952,122763,1
57018,234974,85929,122742,1
57025,234990,85929,122733,1
57019,234977,85938,122744,1
57020,234983,85945,122747,1
57026,234971,85935,122747,1
57011,234969,85937,122759,1
57026,234954,85930,122747,1
57025,234954,85928,122729,1
57019,234980,85932,122740,1
57024,234949,85938,122739,1
57018,234981,85936,122734,1
57031,235000,85939,122744,1
57019,234979,85945,122751,1
57017,234970,85941,122734,1
57031,234980,85942,122750,1
57009,234953,85946,122751,1
57030,234987,85940,122757,1
57027,234972,85945,122752,1
57036,235009,85943,122751,1
57032,234997,85946,122752,1
57021,234989,85953,122750,1
57037,235045,85935,122733,1
57049,235074,85958,122765,1
57047,235006,85981,122795,1
57027,234989,85944,122762,1
57022,235024,85945,122755,1
57037,234985,85959,122766,1
57016,234993,85940,122751,1
57014,234957,85940,122760,1
57004,234901,85930,122741,1
57023,234957,85916,122712,1
57022,234945,85932,122745,1
57019,234984,85930,122730,1
57030,234952,85940,122749,1
57026,235013,85938,122747,1
57024,234969,85952,122764,1
57055,235082,85932,122740,1
57005,234950,85974,122788,1
57038,235023,85916,122720,1
56983,234833,85970,122770,1
57015,234953,85871,122689,1
57005,234925,85935,122741,1
57050,235050,85912,122728,1
57038,235041,85961,122775,1
57036,235000,85955,122764,1
57028,234935,85953,122763,1
57025,235015,85930,122721,1
57042,234991,85957,122764,1
57025,234917,85944,122752,1
57012,234951,85910,122719,1
57032,234992,85931,122732,1
57032,234987,85958,122752,1
57029,234988,85957,122759,1
57052,235099,85939,122756,1
57038,235074,85985,122791,1
56989,234831,85971,122792,1
57029,234990,85871,122680,1
57039,235010,85946,122751,1
57006,234935,85963,122768,1
57016,234967,85933,122741,1
57030,234991,85942,122745,1
57032,234982,85943,122755,1
57041,235032,85947,122752,1
57000,234914,85949,122769,1
57003,234902,85921,122722,1
57055,235089,85918,122720,1
56937,234659,85978,122801,1
56985,234817,85807,122642,1
56990,234856,85881,122701,1
56978,234899,85897,122741,1
56945,234735,85895,122743,1
56958,234764,85843,122676,1
56960,234758,85848,122699,1
56993,234877,85843,122681,1
56976,234851,85895,122729,1
56993,234870,85871,122720,1
56977,234783,85877,122747,1
56992,234842,85865,122693,1
56978,234820,85872,122725,1
56983,234841,85888,122721,1
56968,234773,85892,122717,1
56978,234805,85859,122695,1
56961,234781,85851,122712,1
56992,234844,85857,122676,1
57011,234933,85879,122727,1
56958,234750,85915,122755,1
56988,234903,85859,122679,1
56945,234693,85914,122742,1
56951,234730,85813,122635,1
56961,234769,85848,122663,1
57015,234992,85862,122685,1
56988,234855,85948,122790,1
56994,234888,85882,122716,1
56890,234416,85911,122731,1
56961,234701,85721,122530,1
56963,234788,85838,122656,1
56949,234749,85864,122699,1
56973,234780,85834,122671,1
56961,234749,85864,122706,1
57000,234924,85860,122681,1
56961,234811,85918,122750,1
56966,234770,85879,122708,1
56963,234738,85856,122683,1
56949,234679,85856,122662,1
56954,234763,85827,122633,1
57054,235106,85848,122681,1
56948,234644,85976,122819,1
56912,234541,85813,122631,1
56975,234797,85774,122596,1
57064,235135,85869,122685,1
57033,234958,85998,122830,1
56910,234542,85931,122786,1
56978,234735,85768,122571,1
56976,234835,85841,122662,1
56977,234834,85872,122686,1
56938,234666,85886,122715,1
56986,234856,85825,122619,1
56942,234707,85886,122716,1
56963,234737,85827,122642,1
56976,234776,85833,122667,1
56959,234790,85861,122679,1
56992,234833,85848,122682,1
56984,234815,85888,122677,1
56949,234682,85874,122693,1
56981,234834,85821,122639,1
56980,234842,85886,122645,1
57028,234981,85879,122680,1
57038,234965,85940,122745,1
57023,234965,85950,122726,1
57035,234993,85937,122734,1
57021,234990,85945,122723,1
57024,234979,85945,122734,1
57021,234973,85943,122726,1
57028,234978,85941,122730,1
57017,234982,85930,122735,1
57044,234984,85936,122726,1
57033,235010,85954,122728,1
57038,234987,85947,122738,1
57028,234978,85945,122744,1
57033,234981,85939,122723,1
57029,234993,85941,122725,1
57031,234996,85950,122723,1
57032,235008,85947,122708,1
57034,235011,85948,122735,1
57027,234961,85957,122741,1
57036,235021,85949,122710,1
57021,234965,85957,122736,1
57031,235001,85930,122716,1
57055,235087,85955,122739,1
57071,235136,85986,122766,1
57054,235039,86005,122798,1
57029,235022,85960,122762,1
57035,234996,85953,122735,1
57037,235005,85945,122721,1
57027,234967,85946,122725,1
57038,234999,85935,122726,1
57000,234920,85943,122744,1
57029,234983,85903,122707,1
57043,234985,85957,122719,1
57031,234994,85946,122724,1
57032,234998,85953,122743,1
57024,234981,85944,122729,1
57041,235020,85935,122732,1
57034,234982,85961,122755,1
57028,234998,85945,122725,1
57044,235023,85937,122742,1
57028,234965,85955,122735,1
57021,234936,85931,122728,1
57034,235000,85920,122716,1
57029,234984,85955,122728,1
57023,235007,85945,122723,1
57045,235007,85960,122735,1
57052,235018,85943,122737,1
57042,235000,85956,122741,1
57042,235015,85954,122733,1
57037,234997,85945,122741,1
57027,234989,85954,122726,1
57024,234998,85958,122734,1
57040,234998,85962,122749,1
57035,235002,85945,122726,1
57035,235019,85949,122744,1
57043,235001,85968,122751,1
57038,235027,85944,122732,1
57026,235004,85953,122744,1
57037,234983,85957,122729,1
57030,235009,85948,122727,1
57040,235000,85957,122742,1
57047,235016,85967,122739,1
57048,234988,85962,122740,1
57046,235020,85939,122735,1
57029,234999,85966,122742,1
57036,235013,85942,122729,1
57030,235004,85953,122750,1
57029,235013,85957,122727,1
57041,235016,85952,122737,1
57027,235000,85956,122735,1
57044,235004,85946,122728,1
57041,235008,85952,122739,1
57042,235009,85955,122740,1
57053,235020,85968,122723,1
57008,234970,85960,122727,1
57041,235035,85950,122727,1
57027,234983,85957,122747,1
57045,235035,85963,122733,1
57054,235056,85963,122765,1
57060,235066,85974,122736,1
57055,235027,85978,122759,1
57019,234992,85975,122752,1
57040,235009,85953,122728,1
57042,234997,85954,122742,1
57039,234991,85946,122726,1
57053,235002,85928,122735,1
57023,234995,85942,122706,1
57046,235005,85932,122732,1
57054,235013,85956,122738,1
57037,234994,85968,122732,1
57031,235005,85944,122742,1
57051,235032,85959,122734,1
56977,234783,85964,122766,1
56985,234807,85872,122666,1
56985,234813,85874,122698,1
56973,234805,85879,122699,1
56980,234827,85862,122687,1
56958,234775,85870,122696,1
56987,234816,85856,122670,1
56970,234790,85876,122692,1
56974,234797,85875,122691,1
56993,234800,85867,122693,1
56970,234785,85873,122679,1
56973,234782,85856,122679,1
56985,234798,85862,122701,1
56993,234797,85858,122688,1
56985,234793,85860,122690,1
56981,234774,85884,122685,1
56983,234798,85854,122686,1
56980,234782,85873,122678,1
56982,234792,85874,122693,1
56918,234559,85868,122682,1
56982,234802,85782,122588,1
56980,234804,85876,122700,1
56984,234796,85860,122702,1
56966,234722,85875,122694,1
56945,234715,85839,122647,1
56959,234689,85823,122657,1
56972,234813,85836,122639,1
56956,234754,85872,122706,1
56979,234811,85837,122685,1
56980,234777,85876,122677,1
56973,234799,85850,122680,1
56991,234849,85869,122688,1
56963,234782,85905,122725,1
56965,234790,85852,122677,1
56974,234785,85862,122694,1
57000,234856,85863,122688,1
56988,234801,85893,122707,1
57000,234816,85856,122689,1
57001,234849,85866,122705,1
57003,234856,85889,122708,1
57035,234978,85904,122658,1
57072,235085,85945,122729,1
57023,234932,85981,122786,1
57039,234997,85940,122718,1
57025,234982,85950,122733,1
57034,235019,85937,122733,1
57018,234916,85946,122752,1
57015,234877,85932,122705,1
57009,234965,85902,122701,1
57045,234974,85934,122722,1
53613,219238,81096,112039,2
53519,218828,81050,112020,2
53491,218747,80899,111822,2
53511,218829,80891,111805,2
53567,219032,80902,111825,2
53585,219037,80977,111910,2
53580,219114,80989,111928,2
53562,218990,81023,111947,2
53545,218886,80967,111887,2
53514,218828,80920,111857,2
53511,218819,80904,111815,2
53542,218881,80916,111815,2
53519,218890,80931,111830,2
53561,219014,80917,111831,2
53546,218909,80964,111885,2
53542,218902,80933,111857,2
53563,218958,80926,111835,2
53547,218947,80952,111862,2
53560,218940,80960,111852,2
53543,218860,80944,111849,2
53553,218928,80913,111818,2
53553,218967,80941,111838,2
53553,218987,80961,111856,2
53555,218964,80973,111857,2
53530,218860,80963,111846,2
53540,218884,80925,111800,2
53544,218917,80922,111808,2
53537,218908,80944,111823,2
53522,218842,80953,111830,2
53519,218831,80900,111780,2
53546,218915,80931,111769,2
53536,218876,80953,111822,2
53540,218926,80926,111794,2
53509,218748,80947,111821,2
53513,218769,80867,111750,2
53520,218847,80885,111746,2
53506,218796,80934,111800,2
53529,218859,80920,111740,2
53557,218941,80931,111791,2
53547,218961,80964,111822,2
53557,218954,80956,111836,2
53541,218920,80966,111822,2
53565,218959,80948,111795,2
53522,218802,80965,111822,2
53502,218776,80917,111763,2
53527,218822,80898,111742,2
53540,218863,80906,111760,2
53551,218951,80923,111787,2
53556,218931,80956,111831,2
53518,218808,80946,111824,2
53527,218841,80911,111765,2
53528,218849,80927,111762,2
53546,218902,80924,111777,2
53565,219029,80951,111772,2
53596,219084,80985,111844,2
53556,218989,81011,111862,2
53545,218920,80964,111823,2
53555,218959,80956,111800,2
53573,218979,80966,111831,2
53547,218903,80977,111814,2
53541,218881,80938,111777,2
53558,218916,80933,111776,2
53556,218959,80946,111794,2
53502,218774,80960,111800,2
53538,218881,80893,111718,2
53530,218852,80933,111769,2
53537,218854,80921,111760,2
53554,218973,80921,111776,2
53576,219016,80965,111820,2
53573,219035,80992,111836,2
53545,218982,80989,111823,2
53537,218889,80962,111798,2
53509,218753,80936,111777,2
53531,218858,80875,111702,2
53556,218921,80921,111746,2
53556,218983,80934,111783,2
53564,218944,80955,111804,2
53558,218975,80950,111805,2
53553,218951,80973,111794,2
53567,218984,80959,111790,2
53552,218913,80986,111807,2
53540,218906,80951,111784,2
53551,218904,80919,111788,2
53526,218880,80942,111772,2
53576,218991,80941,111748,2
53583,219040,80990,111804,2
53569,218986,80997,111821,2
53562,218990,80960,111805,2
53553,218946,80959,111784,2
53558,218973,80961,111779,2
53567,218989,80963,111805,2
53550,218971,80965,111802,2
53549,218960,80960,111788,2
53555,218971,80952,111789,2
53547,218973,80948,111792,2
53551,218962,80972,111801,2
53546,218950,80954,111795,2
53571,218996,80958,111775,2
53538,218961,80995,111810,2
53558,218983,80959,111790,2
53556,218961,80961,111804,2
53526,218931,80966,111776,2
53544,218934,80952,111763,2
53553,218968,80949,111782,2
53553,218953,80939,111787,2
53526,218834,80962,111771,2
53572,219019,80926,111727,2
53532,218886,80985,111817,2
53537,218926,80922,111743,2
53562,219024,80938,111786,2
53551,219008,80974,111809,2
53562,219035,80968,111818,2
53551,218999,80977,111811,2
53557,218996,80973,111806,2
53541,218978,80956,111811,2
53562,218971,80965,111784,2
53572,219037,80966,111776,2
53564,219029,80993,111803,2
53548,219003,80987,111805,2
53563,218990,80967,111797,2
53555,219001,80953,111797,2
53555,218980,80971,111790,2
53547,218992,80972,111783,2
53549,219023,80970,111791,2
53575,219015,80975,111808,2
53558,219014,80961,111791,2
53561,218982,80968,111793,2
53554,218995,80965,111788,2
53567,219034,80966,111799,2
53560,219036,80981,111813,2
53540,218979,80990,111802,2
53576,219040,80989,111797,2
53562,219008,80994,111812,2
53568,219026,80967,111786,2
53582,219065,80983,111821,2
53577,219073,80997,111815,2
53601,219137,80998,111822,2
53575,219108,81024,111849,2
53581,219045,81009,111838,2
53577,219033,80991,111809,2
53540,219012,80979,111808,2
53558,219039,80976,111802,2
53575,219045,81001,111816,2
53563,219016,80979,111823,2
53571,219075,80975,111797,2
53607,219201,80998,111835,2
53581,219087,81031,111871,2
53547,219013,81009,111820,2
53570,219020,80982,111804,2
53561,219032,80969,111794,2
53553,219049,80977,111807,2
53542,219031,80995,111802,2
53565,219028,80983,111794,2
53557,219030,80989,111802,2
53553,219035,80976,111784,2
53559,219043,80972,111796,2
53563,219015,80985,111817,2
53565,219053,80978,111787,2
53514,218828,80985,111818,2
53442,218624,80920,111714,2
53515,218838,80832,111629,2
53542,218955,80897,111703,2
53586,219096,80941,111764,2
53566,219095,81004,111833,2
53578,219054,81021,111832,2
53554,219025,80979,111806,2
53555,219024,80988,111805,2
53560,219036,80967,111807,2
53561,219039,80981,111793,2
53563,219061,80982,111817,2
53562,219038,80978,111809,2
53578,219052,80985,111822,2
53560,219036,80993,111809,2
53560,219051,80986,111818,2
53555,219054,80973,111807,2
53548,219060,80984,111808,2
53571,219066,80983,111813,2
53547,219037,80992,111812,2
53558,219051,80999,111808,2
53555,219043,80991,111822,2
53559,219055,81001,111819,2
53571,219064,80971,111806,2
53571,219043,80987,111820,2
53568,219067,80989,111811,2
53574,219075,80983,111812,2
53554,219057,80990,111815,2
53558,219053,80982,111818,2
53552,219068,80992,111820,2
53563,219051,80991,111815,2
53568,219051,80999,111834,2
53560,219047,80983,111813,2
53565,219078,80974,111817,2
53561,219069,80989,111819,2
53565,219068,80978,111833,2
53572,219067,81000,111815,2
53570,219080,80980,111812,2
53561,219058,80990,111817,2
53565,219053,80985,111806,2
53565,219080,80981,111820,2
53545,219064,80996,111822,2
53557,219088,80984,111811,2
53554,219070,80987,111809,2
53557,219074,80986,111825,2
53561,219084,80974,111816,2
53558,219060,80994,111806,2
53562,219079,80998,111821,2
53566,219071,80973,111810,2
53556,219072,80994,111814,2
53571,219092,80993,111814,2
53573,219082,80986,111826,2
53559,219089,80997,111813,2
53563,219097,81003,111828,2
53557,219078,81005,111833,2
