5687306;8788;
5687814;8733;
5688322;8731;
5688830;8739;
5689338;8827;
5689846;8247;
5690354;6681;
5690862;6026;
5691370;5931;
5691878;5876;
5692386;5843;
5692894;5835;
5693402;5748;
5693910;6082;
5694418;6363;
5694926;5916;
5695434;5748;
5695942;5645;
5696450;5643;
5696958;5676;
5697466;5865;
5697974;6174;
5698482;6392;
5698990;6115;
5699498;5013;
5700006;4975;
5700514;5331;
5701022;5999;
5701530;6629;
5702038;6285;
5702546;5448;
5703054;5317;
5703562;5371;
5704070;5390;
5704578;5671;
5705086;6316;
5705594;7196;
5706102;7743;
5706610;10724;
5707118;12554;
5707626;11982;
5708134;12121;
5708642;11805;
5709150;11852;
5709658;11897;
5710166;12514;
5710674;12330;
5711182;12504;
5711691;12347;
5712199;11642;
5712707;11253;
5713215;10888;
5713723;10587;
5714231;9920;
5714739;9493;
5715247;9004;
5715755;8648;
5716263;7665;
5716771;7467;
5717279;7898;
5717787;8522;
5718295;9355;
5718803;10781;
5719311;12433;
5719819;12533;
5720327;11759;
5720835;12057;
5721343;12608;
5721851;12679;
5722359;13348;
5722867;12803;
5723375;11523;
5723883;11513;
5724391;11209;
5724899;11288;
5725407;11201;
5725915;11038;
5726423;11010;
5726931;11021;
5727439;10667;
5727947;9509;
5728456;8905;
5728964;8873;
5729472;9248;
5729980;9683;
5730488;9431;
5730996;9747;
5731504;12301;
5732012;13655;
5732520;13728;
5733028;11870;
5733536;12459;
5734044;13199;
5734552;11816;
5735060;10610;
5735568;10014;
5736076;10240;
5736584;10341;
5737092;9596;
5737600;10127;
5738108;10361;
5738616;10444;
5739124;10093;
5739632;10620;
5740140;10721;
5740648;10873;
5741156;11093;
5741664;11188;
5742172;11575;
5742680;11703;
5743188;10979;
5743696;10223;
5744204;10718;
5744712;10824;
5745220;10818;
5745728;11165;
5746236;11366;
5746744;11080;
5747252;11008;
5757412;6620;
5757921;6600;
5758429;6566;
5758937;6547;
5759445;6574;
5759953;6598;
5760461;6599;
5760969;5161;
5761477;4727;
5761985;4724;
5762493;4517;
5763001;4488;
5763509;4279;
5764017;4220;
5764525;4300;
5765033;4372;
5765541;4440;
5766049;3776;
5766557;3840;
5767065;5067;
5767573;6710;
5768081;7612;
5768589;8161;
5769097;8107;
5769605;8079;
5770113;8057;
5770621;8036;
5771129;8011;
5771637;7781;
5772145;7732;
5772653;7834;
5773161;7826;
5773669;7789;
5774177;7801;
5774685;7937;
5775193;6843;
5775701;5762;
5776209;5968;
5776717;5594;
5777225;5478;
5777733;5438;
5778241;5468;
5778749;5379;
5779257;5960;
5779765;6109;
5780273;6057;
5780781;6030;
5781289;5977;
5781797;5435;
5782305;5595;
5782813;5720;
5783321;5838;
5783829;6923;
5784337;7466;
5784846;7701;
5785354;7626;
5785862;7303;
5786370;7903;
5786878;7895;
5787386;7882;
5787894;7861;
5788402;6541;
5788910;860;
5789418;192;
5789926;163;
5790434;194;
5790942;1430;
5791450;5360;
5791958;5522;
5792466;5878;
5792974;5306;
5793482;5195;
5793990;5567;
5794498;5686;
5795006;5698;
5795514;5675;
5796022;5591;
5796530;6873;
5797038;9053;
5797546;9038;
5798055;8988;
5798563;8956;
5799071;8934;
5799579;8917;
5800087;8902;
5800595;8888;
5801103;8883;
5801611;8870;
5802119;8808;
5802627;8523;
5803135;7927;
5803643;6432;
5804151;5867;
5804659;5775;
5805167;5706;
5805675;5686;
5806183;5663;
5806691;6593;
5807199;8049;
5807707;8614;
5808215;8998;
5808723;8990;
5809231;9022;
5809739;8913;
5810248;8394;
5810756;7034;
5811264;6301;
5811772;1495;
5812280;1058;
5812788;5052;
5813296;6204;
5813804;6263;
5814312;6298;
5814820;6315;
5815328;6316;
5815836;6319;
5816344;6312;
5816852;6313;
5817360;6307;
