714304;2789;
714812;2773;
715320;2768;
715827;2756;
716335;2737;
716843;2737;
717350;2732;
717858;2730;
718366;2723;
718873;2721;
719381;2683;
719889;2955;
720397;3015;
720904;3000;
721412;2649;
721920;2458;
722427;2479;
722935;2446;
723443;2456;
723950;2461;
724458;2463;
724966;2456;
725473;2457;
725981;2453;
726489;2454;
726997;2453;
727504;2449;
728012;2448;
728520;2447;
729027;2449;
729535;2446;
730043;2449;
730550;2449;
731058;2447;
731566;2441;
732073;2445;
732581;2437;
733089;2441;
733597;2443;
734104;2435;
734612;2440;
735120;2427;
735627;2674;
736135;2764;
736643;2685;
737151;2677;
737658;2680;
738166;2675;
738674;2670;
739181;2668;
739689;2638;
740197;2634;
740704;2629;
741212;2626;
741720;2633;
742227;2628;
742735;2627;
743243;2623;
743751;2620;
744258;2616;
744766;2618;
745274;2616;
745781;2617;
746289;2616;
746797;2614;
747305;2610;
747812;2612;
748320;2602;
748828;2605;
749335;2602;
749843;2600;
750351;2599;
750859;2596;
751366;2602;
751874;2597;
752382;2597;
752889;2595;
753397;2596;
753905;2593;
754413;2586;
754920;2589;
755428;2592;
755936;2585;
756443;2591;
756951;2588;
757459;2586;
757967;2579;
758474;2582;
758982;2583;
759490;2577;
759997;2575;
760505;2572;
761013;2572;
761520;2572;
762028;2570;
762536;2567;
763044;2563;
763551;2565;
764059;2565;
764567;2558;
765074;2561;
765582;2565;
766090;2558;
