,S1-value2,S1-value3,S1-value4,S2-value2,S2-value3,S2-value4,S3-value2,S3-value3,S3-value4,S0-value2,S0-value3,S0-value4,Y
490,12280.0,40980.0,34769.0,8373.0,40979.0,36703.0,2775.0,40978.0,39542.0,1794.0,16.0,40066.0,0
491,12095.0,40977.0,34862.0,8245.0,40979.0,36768.0,2732.0,40980.0,39556.0,1804.0,15.0,40019.0,0
492,12426.0,40979.0,34706.0,4141.0,40982.0,38858.0,2753.0,40978.0,39567.0,1770.0,15.0,40032.0,0
493,4116.0,40978.0,38877.0,4140.0,40978.0,38861.0,2734.0,40980.0,39573.0,1834.0,11.0,40014.0,0
494,4163.0,40979.0,38856.0,4142.0,40980.0,38855.0,2741.0,40978.0,39570.0,1496.0,19.0,40189.0,0
495,4162.0,40980.0,38856.0,4140.0,40979.0,38859.0,2738.0,40979.0,39571.0,1523.0,11.0,40179.0,0
496,4159.0,40977.0,38859.0,4146.0,40979.0,38858.0,2743.0,40980.0,39572.0,1527.0,11.0,40178.0,0
497,4158.0,40979.0,38857.0,4145.0,40979.0,38856.0,2744.0,40980.0,39569.0,1527.0,12.0,40174.0,0
498,4157.0,40979.0,38858.0,4144.0,40980.0,38858.0,2745.0,40981.0,39570.0,1528.0,15.0,40176.0,0
499,4156.0,40981.0,38856.0,4143.0,40979.0,38854.0,2738.0,40979.0,39575.0,1523.0,15.0,40179.0,0
500,4161.0,40978.0,38857.0,4145.0,40979.0,38857.0,2738.0,40976.0,39569.0,1526.0,12.0,40174.0,0
501,4155.0,40979.0,38861.0,4141.0,40978.0,38856.0,2743.0,40979.0,39571.0,1524.0,15.0,40180.0,0
502,4157.0,40981.0,38858.0,4143.0,40978.0,38859.0,2742.0,40975.0,39572.0,1523.0,14.0,40178.0,0
503,4159.0,40979.0,38858.0,4142.0,40978.0,38858.0,2746.0,40980.0,39567.0,1524.0,14.0,40178.0,0
504,4160.0,40979.0,38857.0,4144.0,40975.0,38856.0,2746.0,40980.0,39569.0,1529.0,16.0,40178.0,0
505,4157.0,40978.0,38857.0,4139.0,40978.0,38860.0,2742.0,40979.0,39571.0,1526.0,17.0,40175.0,0
506,4156.0,40979.0,38858.0,4141.0,40980.0,38857.0,2745.0,40978.0,39568.0,1528.0,13.0,40177.0,0
507,4154.0,40977.0,38860.0,4140.0,40976.0,38859.0,2747.0,40978.0,39570.0,1524.0,12.0,40179.0,0
508,4153.0,40979.0,38862.0,4143.0,40977.0,38854.0,2741.0,40979.0,39571.0,1522.0,15.0,40180.0,0
509,4155.0,40982.0,38861.0,4140.0,40978.0,38857.0,2746.0,40977.0,39569.0,1527.0,16.0,40179.0,0
510,4151.0,40983.0,38862.0,4139.0,40977.0,38859.0,2744.0,40980.0,39569.0,1526.0,16.0,40177.0,0
511,4148.0,40978.0,38862.0,4141.0,40979.0,38860.0,2744.0,40981.0,39570.0,1528.0,14.0,40176.0,0
512,4156.0,40981.0,38861.0,4143.0,40978.0,38856.0,2744.0,40980.0,39570.0,1529.0,14.0,40178.0,0
513,4155.0,40977.0,38861.0,4143.0,40981.0,38858.0,2745.0,40981.0,39570.0,1520.0,13.0,40181.0,0
514,4149.0,40975.0,38864.0,4141.0,40979.0,38859.0,2743.0,40979.0,39569.0,1523.0,17.0,40180.0,0
515,4153.0,40980.0,38859.0,4143.0,40980.0,38855.0,2747.0,40978.0,39571.0,1528.0,11.0,40177.0,0
516,4149.0,40979.0,38861.0,4142.0,40975.0,38855.0,2747.0,40979.0,39570.0,1523.0,14.0,40181.0,0
517,4149.0,40978.0,38863.0,4134.0,40981.0,38861.0,2747.0,40980.0,39569.0,1527.0,16.0,40178.0,0
518,4152.0,40981.0,38860.0,4136.0,40977.0,38859.0,2745.0,40980.0,39569.0,1527.0,14.0,40178.0,0
519,4150.0,40979.0,38863.0,4141.0,40976.0,38858.0,2749.0,40973.0,39568.0,1523.0,13.0,40178.0,0
520,4149.0,40979.0,38862.0,41179.0,40984.0,20191.0,15147.0,40981.0,33362.0,1524.0,14.0,40179.0,0
521,42177.0,40983.0,19768.0,41142.0,40985.0,20205.0,15151.0,40979.0,33364.0,1526.0,13.0,40177.0,0
522,42212.0,40984.0,19766.0,41116.0,40985.0,20219.0,15147.0,40977.0,33365.0,3210.0,13.0,39329.0,0
523,42185.0,40986.0,19778.0,41077.0,40987.0,20238.0,15152.0,40983.0,33360.0,3217.0,13.0,39325.0,0
524,42151.0,40985.0,19797.0,41049.0,40985.0,20253.0,15146.0,40981.0,33365.0,3214.0,13.0,39328.0,0
525,42119.0,40987.0,19813.0,41029.0,40985.0,20264.0,15150.0,40980.0,33360.0,3214.0,13.0,39328.0,0
526,42098.0,40984.0,19823.0,40995.0,40986.0,20283.0,15141.0,40982.0,33364.0,3212.0,17.0,39330.0,0
527,42069.0,40983.0,19835.0,40976.0,40987.0,20290.0,15153.0,40978.0,33362.0,3210.0,13.0,39329.0,0
528,42054.0,40985.0,19842.0,37432.0,40983.0,22076.0,14399.0,40980.0,33736.0,3211.0,14.0,39330.0,0
529,39076.0,40982.0,21341.0,33801.0,40983.0,23903.0,14439.0,40981.0,33717.0,3205.0,14.0,39331.0,0
530,35823.0,40985.0,22976.0,28516.0,40981.0,26568.0,12685.0,40982.0,34598.0,3020.0,11.0,39425.0,0
531,30465.0,40981.0,25665.0,31177.0,40982.0,25228.0,13767.0,40979.0,34051.0,2756.0,15.0,39557.0,0
532,33153.0,40986.0,24314.0,38572.0,40982.0,21500.0,15785.0,40982.0,33043.0,2428.0,16.0,39722.0,0
533,40451.0,40987.0,20648.0,37674.0,40983.0,21951.0,15580.0,40984.0,33146.0,2609.0,9.0,39631.0,0
534,39643.0,40985.0,21055.0,37735.0,40985.0,21921.0,15592.0,40981.0,33140.0,3025.0,14.0,39422.0,0
535,39695.0,40987.0,21028.0,37627.0,40981.0,21978.0,15481.0,40979.0,33197.0,2971.0,16.0,39448.0,0
536,39616.0,40987.0,21067.0,37561.0,40984.0,22012.0,15294.0,40978.0,33290.0,2971.0,17.0,39449.0,0
537,39247.0,40983.0,21252.0,38368.0,40985.0,21602.0,15499.0,40981.0,33189.0,2967.0,13.0,39449.0,0
538,40007.0,40983.0,20872.0,38367.0,40984.0,21602.0,15503.0,40980.0,33187.0,3001.0,17.0,39436.0,0
539,39998.0,40983.0,20877.0,38372.0,40985.0,21598.0,15514.0,40984.0,33179.0,3035.0,14.0,39416.0,0
540,39999.0,40989.0,20876.0,38365.0,40983.0,21606.0,15512.0,40979.0,33183.0,3033.0,18.0,39418.0,0
541,39994.0,40983.0,20877.0,38362.0,40986.0,21607.0,15508.0,40981.0,33180.0,3033.0,14.0,39419.0,0
542,39992.0,40983.0,20881.0,38354.0,40985.0,21607.0,15509.0,40980.0,33180.0,3036.0,13.0,39416.0,0
543,39984.0,40982.0,20885.0,38349.0,40985.0,21613.0,15519.0,40983.0,33178.0,3032.0,14.0,39417.0,0
544,39978.0,40982.0,20885.0,38344.0,40985.0,21616.0,15518.0,40979.0,33174.0,3035.0,15.0,39416.0,0
545,39962.0,40981.0,20894.0,38333.0,40984.0,21619.0,15516.0,40979.0,33178.0,3029.0,16.0,39420.0,0
546,39963.0,40988.0,20893.0,38329.0,40982.0,21622.0,15519.0,40981.0,33178.0,3031.0,14.0,39420.0,0
547,39959.0,40985.0,20894.0,38314.0,40983.0,21629.0,15519.0,40979.0,33178.0,3032.0,12.0,39420.0,0
548,39950.0,40985.0,20898.0,38316.0,40984.0,21629.0,15528.0,40978.0,33174.0,3033.0,12.0,39417.0,0
549,39939.0,40984.0,20905.0,48789.0,40986.0,16390.0,14523.0,40978.0,33677.0,3036.0,15.0,39418.0,0
550,47277.0,40984.0,17226.0,49047.0,40984.0,16262.0,14521.0,40976.0,33677.0,3032.0,12.0,39419.0,0
551,47410.0,40983.0,17149.0,49806.0,40985.0,15892.0,14486.0,40977.0,33695.0,3544.0,15.0,39156.0,0
552,47896.0,40985.0,16906.0,49965.0,40984.0,15812.0,14476.0,40979.0,33698.0,3595.0,12.0,39135.0,0
553,47993.0,40983.0,16859.0,49949.0,40981.0,15823.0,14473.0,40981.0,33700.0,3694.0,13.0,39087.0,0
554,47983.0,40987.0,16864.0,50079.0,40982.0,15758.0,14467.0,40977.0,33703.0,3710.0,15.0,39078.0,0
555,48048.0,40983.0,16832.0,50145.0,40984.0,15726.0,14485.0,40977.0,33696.0,3710.0,16.0,39075.0,0
556,48065.0,40983.0,16821.0,50323.0,40986.0,15641.0,14458.0,40982.0,33710.0,3725.0,17.0,39070.0,0
557,48166.0,40984.0,16773.0,50526.0,40986.0,15547.0,14391.0,40980.0,33739.0,3729.0,16.0,39065.0,0
558,48258.0,40984.0,16727.0,50592.0,40985.0,15513.0,14366.0,40980.0,33756.0,3752.0,12.0,39058.0,0
559,48288.0,40985.0,16713.0,50631.0,40982.0,15495.0,14362.0,40977.0,33756.0,3798.0,15.0,39034.0,0
560,48298.0,40984.0,16708.0,50609.0,40985.0,15504.0,14373.0,40983.0,33751.0,3816.0,15.0,39026.0,0
561,48289.0,40983.0,16713.0,50565.0,40985.0,15528.0,14400.0,40977.0,33739.0,3819.0,16.0,39023.0,0
562,48269.0,40983.0,16722.0,50584.0,40985.0,15518.0,14402.0,40977.0,33736.0,3820.0,14.0,39023.0,0
563,48271.0,40983.0,16722.0,50782.0,40983.0,15423.0,14313.0,40981.0,33780.0,3812.0,14.0,39027.0,0
564,48343.0,40984.0,16687.0,50857.0,40987.0,15389.0,14260.0,40979.0,33806.0,3811.0,13.0,39027.0,0
565,48365.0,40983.0,16675.0,50894.0,40984.0,15368.0,14234.0,40978.0,33821.0,3856.0,14.0,39006.0,0
566,48375.0,40982.0,16671.0,50926.0,40982.0,15354.0,14197.0,40981.0,33837.0,3877.0,13.0,38993.0,0
567,48378.0,40983.0,16673.0,50963.0,40983.0,15338.0,14161.0,40983.0,33856.0,3886.0,11.0,38989.0,0
568,48383.0,40983.0,16672.0,51026.0,40984.0,15310.0,14077.0,40980.0,33899.0,3899.0,13.0,38983.0,0
569,48392.0,40985.0,16667.0,51059.0,40984.0,15297.0,14026.0,40976.0,33925.0,3910.0,12.0,38975.0,0
570,48393.0,40985.0,16667.0,51090.0,40984.0,15280.0,13970.0,40981.0,33953.0,3932.0,11.0,38966.0,0
571,48399.0,40982.0,16663.0,51168.0,40984.0,15246.0,13815.0,40982.0,34029.0,3944.0,12.0,38959.0,0
