10762819;7940;
10763328;8064;
10763836;8050;
10764345;8040;
10764854;8050;
10765363;8052;
10765872;8051;
10766380;8028;
10766889;7987;
10767398;7987;
10767907;7973;
10768415;7966;
10768924;7991;
10769433;8016;
10769942;7997;
10770451;7775;
10770959;7844;
10771468;7880;
10771977;7881;
10772486;7917;
10772994;7912;
10773503;7895;
10774012;7932;
10774521;7905;
10775030;7913;
10775538;7811;
10776047;7744;
10776556;7680;
10777065;7643;
10777573;7696;
10778082;7728;
10778591;7565;
10779100;7555;
10779609;7575;
10780117;7488;
10780626;7467;
10781135;7415;
10781644;7389;
10782153;7416;
10782662;7349;
10783170;7163;
10783679;7266;
10784188;7410;
10784697;7501;
10785206;7511;
10785714;7432;
10786223;7410;
10786732;7396;
10787241;7318;
10787750;7264;
10788258;7264;
10788767;7238;
10789276;7246;
10789785;7212;
10790293;7220;
10790802;7269;
10791311;7238;
10791820;7222;
10792329;7177;
10792837;7136;
10793346;7143;
10793855;7099;
10794364;7171;
10794873;7267;
10795381;7227;
10795890;7236;
10796399;7175;
10796908;7078;
10797417;7055;
10797925;7224;
10798434;7244;
10798943;7380;
10799452;7592;
10799961;7795;
10800469;7920;
10800978;7863;
10801487;7729;
10801996;7636;
10802505;7610;
10803013;7642;
10803522;7825;
10804031;7934;
10804540;7845;
10805048;7695;
10805557;7710;
10806066;7734;
10806575;7762;
10807084;7839;
10807592;8063;
10808101;8121;
10808610;7973;
10809119;7937;
10809627;7923;
10810136;7670;
10810645;7032;
10811154;6952;
10811663;6912;
10812171;7234;
10812680;7711;
10813189;7843;
10813698;7883;
10814207;7943;
10814715;7964;
10815224;7790;
10815733;7779;
10816242;7895;
10816751;7812;
10817259;7712;
10817768;7687;
10818277;7714;
10818786;7657;
10819295;7805;
10819803;7828;
10820312;7851;
10820821;7808;
10821330;7748;
10821839;7787;
10822347;7840;
10822856;7912;
10823365;7888;
10823874;7847;
10824382;7759;
10824891;7766;
10825400;7895;
10825909;8048;
10826418;7998;
10826926;7995;
10827435;7908;
10827944;8042;
10828453;8052;
10828961;8059;
10829470;8055;
10829979;8115;
10830488;8022;
10830996;7978;
10831505;7873;
10832014;7784;
10832523;7798;
10833031;7749;
10833540;7773;
10834049;7731;
10834558;7796;
10835067;7898;
10835575;7868;
10836084;7798;
10836593;7862;
10837102;7849;
10837611;7770;
10838119;7743;
10838628;7819;
10839137;7810;
10839646;7816;
10840155;7778;
10840663;7778;
10841172;7863;
10841681;7764;
10842190;7929;
10842699;7901;
10843207;7838;
10843716;7948;
10844225;8028;
10844734;8035;
10845242;7936;
10845751;8006;
10846260;7999;
10846769;7995;
10847277;7957;
10847786;7859;
10848295;7729;
10848804;7722;
10849313;7617;
10849821;7615;
10850330;7664;
10850839;7729;
10851348;7719;
10851857;7722;
10852365;7615;
10852874;7603;
10853383;7622;
10853892;7574;
10854401;7551;
10854909;7539;
10855418;7499;
10855927;7490;
10856436;7491;
10856945;7463;
10857453;7541;
10857962;7555;
10858471;7359;
10858980;7273;
10859488;7438;
10859997;7507;
10860506;7516;
10861015;7532;
10861524;7561;
10862032;7563;
10862541;7476;
10863050;7492;
10863559;7544;
10864068;7548;
10864576;7617;
10865085;7653;
10865594;7644;
10866103;7634;
10866611;7605;
10867120;7587;
10867629;7506;
10868138;7411;
10868647;7468;
10869155;7497;
10869664;7477;
10870173;7475;
10870682;7537;
10871191;7448;
10871699;7411;
10872208;7467;
10872717;7463;
10873226;7379;
10873734;7305;
10874243;7293;
10874752;7256;
10875261;7333;
10875770;7324;
10876278;7333;
10876787;7173;
10877296;7289;
10877805;7430;
10878313;7344;
10878822;7194;
10879331;7168;
10879840;7191;
10880349;7182;
10880857;7135;
10881366;7164;
10881875;7166;
10882384;7268;
10882893;7256;
10883401;7268;
10883910;7418;
10884419;7523;
10884928;7516;
10885436;7564;
10885945;7742;
10886454;7854;
10886963;8045;
10887472;8059;
10887980;8031;
10888489;7986;
10888998;7901;
10889507;7822;
10890015;7753;
10890524;7729;
10891033;7689;
10891542;7713;
10892050;7665;
10892559;7663;
10893068;7648;
10893577;7590;
10894085;7638;
10894594;7709;
10895103;7733;
10895612;7763;
10896121;8050;
10896629;8010;
10897138;7763;
10897647;7789;
10898156;7813;
10898664;7810;
10899173;7787;
10899682;7825;
10900191;7875;
10900700;7886;
10901208;7866;
10901717;7875;
10902226;7966;
10902735;8008;
10903243;8167;
10903752;8208;
10904261;8235;
10904770;8114;
10905279;8060;
10905787;7974;
10906296;7921;
10906805;7849;
10907314;7629;
10907823;7191;
10908331;6932;
10908840;6838;
10909349;6805;
10909858;6820;
10910366;6842;
10910875;6916;
10911384;6976;
10911893;7169;
10912402;7412;
10912910;7443;
10913419;7556;
10913928;7573;
10914437;7587;
10914945;7643;
10915454;7708;
10915963;7758;
10916472;7727;
10916981;7755;
10917489;7736;
10917998;7783;
10918507;7899;
10919016;8048;
10919524;8026;
10920033;8011;
10920542;7987;
10921051;7944;
10921559;7899;
10922068;7852;
10922577;7877;
10923086;7888;
10923594;7744;
10924103;7726;
10924612;7747;
10925121;7758;
10925629;7755;
10926138;7764;
10926647;7746;
10927156;7743;
10927664;7764;
10928173;7800;
10928682;7820;
10929191;7853;
10929699;7861;
10930208;7869;
10930717;7899;
10931226;7934;
10931734;7847;
10932243;7709;
10932752;7740;
10933261;7799;
10933769;7808;
10934278;7767;
10934787;7802;
10935296;7851;
10935805;7828;
10936313;8050;
10936822;8126;
10937331;8114;
10937840;7944;
10938348;7943;
10938857;7783;
10939366;7794;
10939875;7820;
10940383;7892;
10940892;7974;
10941401;8067;
10941910;8128;
10942418;8110;
10942927;8111;
10943436;8132;
10943945;8070;
10944453;8068;
10944962;8082;
10945471;8045;
10945980;8038;
10946489;8040;
10946997;7922;
10947506;7870;
10948015;7933;
10948524;7982;
10949032;7911;
10949541;7965;
10950050;8018;
10950559;7897;
10951067;7906;
10951576;7912;
10952085;7900;
10952594;8031;
10953102;8082;
10953611;8021;
10954120;7852;
10954629;7797;
10955138;7809;
10955646;7847;
10956155;7767;
10956664;7795;
10957173;7805;
10957681;7811;
10958190;7820;
10958699;7704;
10959208;7763;
10959716;7963;
10960225;7908;
10960734;7836;
10961243;7781;
10961751;7845;
10962260;7781;
10962769;7744;
10963278;7852;
10963787;7852;
10964295;7862;
10964804;7812;
10965313;7761;
10965822;7705;
10966330;7668;
10966839;7654;
10967348;7618;
10967857;7555;
10968365;7581;
10968874;7579;
10969383;7572;
10969892;7565;
10970401;7453;
10970909;7254;
10971418;7337;
10971927;7420;
10972436;7513;
10972945;7473;
10973453;7596;
10973962;7602;
10974471;7686;
10974980;7583;
10975489;7585;
10975997;7366;
10976506;7384;
10977015;7282;
10977524;7264;
10978032;7307;
10978541;7283;
10979050;7338;
10979559;7270;
10980068;7185;
10980576;7128;
10981085;7151;
